3613	0	0.036606
3614	0.0366058	0.0365568
3615	0.0731583	0.0365258
3616	0.1096878	0.0364869
3617	0.1461716	0.0364634
3618	0.1826401	0.0364243
3619	0.2190628	0.036411
3620	0.2554703	0.036373
3621	0.2918472	0.0363551
3622	0.3281937	0.036339
3623	0.3645401	0.0363163
3624	0.400856	0.0363202
3625	0.4371719	0.0362927
3626	0.4734726	0.0363143
3627	0.5097885	0.0362821
3628	0.5460739	0.0362985
3629	0.5823746	0.0362828
3630	0.6186447	0.0362928
3631	0.6549301	0.036293
3632	0.6912308	0.0362966
3633	0.7275314	0.0363114
3634	0.7638321	0.0363085
3635	0.800148	0.0363365
3636	0.8364944	0.0363275
3637	0.8728104	0.0363574
3638	0.9091721	0.0363525
3639	0.9455185	0.0363746
3640	0.9818954	0.0363827
3641	1.0182724	0.0363972
3642	1.0546799	0.0364176
3643	1.0911026	0.0364247
3644	1.1275101	0.0364568
3645	1.1639786	0.0364569
3646	1.2004318	0.0364879
3647	1.2369156	0.0364937
3648	1.2734146	0.0365162
3649	1.3099289	0.036535
3650	1.3464737	0.0365494
3651	1.3830185	0.036581
3652	1.4195938	0.0365877
3653	1.4561844	0.0366183
3654	1.4927902	0.0366315
3655	1.5294418	0.0366525
3656	1.5660934	0.0366811
3657	1.6027603	0.036693
3658	1.6394577	0.0367233
3659	1.6761856	0.0367402
3660	1.7129288	0.0367592
3661	1.7496872	0.0367947
3662	1.7864761	0.036803
3663	1.8232803	0.0368255
3664	1.8600998	0.0368556
3665	1.8969498	0.0368651
3666	1.9338303	0.036891
3667	1.9707108	0.0369153
3668	2.007637	0.0369262
3669	2.0445633	0.0369592
3670	2.0815201	0.036974
3671	2.1184921	0.0369906
3672	2.1554947	0.0370362
3673	2.1925125	0.0370368
3674	2.2295609	0.0370669
3675	2.2666244	0.0371002
3676	2.3037338	0.0371131
3677	2.3408432	0.0371661
3678	2.3779983	0.0371625
3679	2.4151688	0.0371836
3680	2.4523544	0.0371527
3681	2.4894943	0.0371493
3682	2.5266495	0.0371596
3683	2.5638046	0.0371342
3684	2.6009445	0.037146
3685	2.6380844	0.0371395
3686	2.6752243	0.0371277
3687	2.7123642	0.0371635
3688	2.7495193	0.0371337
3689	2.7866592	0.0371432
3690	2.8237991	0.0371622
3691	2.8609543	0.0371519
