    1   0.0000000   0.0439096
    2   0.0439096   0.0438834
    3   0.0877930   0.0438834
    4   0.1316764   0.0438834
    5   0.1755598   0.0438834
    6   0.2194432   0.0438835
    7   0.2633267   0.0438836
    8   0.3072103   0.0438836
    9   0.3510939   0.0438837
   10   0.3949776   0.0438838
   11   0.4388615   0.0438840
   12   0.4827454   0.0438772
   13   0.5266226   0.0438643
   14   0.5704868   0.0438511
   15   0.6143380   0.0438376
   16   0.6581756   0.0438237
   17   0.7019992   0.0438095
   18   0.7458088   0.0437951
   19   0.7896039   0.0437804
   20   0.8333843   0.0437655
   21   0.8771498   0.0437502
   22   0.9209000   0.0437348
   23   0.9646348   0.0437191
   24   1.0083539   0.0437032
   25   1.0520571   0.0436871
   26   1.0957441   0.0436706
   27   1.1394148   0.0436542
   28   1.1830690   0.0436374
   29   1.2267064   0.0436204
   30   1.2703269   0.0436034
   31   1.3139302   0.0435860
   32   1.3575162   0.0435685
   33   1.4010847   0.0435509
   34   1.4446356   0.0435330
   35   1.4881685   0.0435148
   36   1.5316834   0.0434967
   37   1.5751801   0.0434786
   38   1.6186587   0.0434598
   39   1.6621186   0.0434410
   40   1.7055595   0.0434223
   41   1.7489818   0.0434036
   42   1.7923855   0.0433842
   43   1.8357697   0.0433647
   44   1.8791343   0.0433454
   45   1.9224797   0.0433261
   46   1.9658056   0.0433063
   47   2.0091119   0.0432862
   48   2.0523982   0.0432661
   49   2.0956643   0.0432461
   50   2.1389103   0.0432261
   51   2.1821365   0.0432056
   52   2.2253420   0.0431848
   53   2.2685270   0.0431641
   54   2.3116910   0.0431434
   55   2.3548343   0.0431227
   56   2.3979571   0.0431018
   57   2.4410591   0.0430803
   58   2.4841392   0.0430589
   59   2.5271983   0.0430375
   60   2.5702357   0.0430161
   61   2.6132517   0.0429948
   62   2.6562467   0.0429731
   63   2.6992197   0.0429509
   64   2.7421708   0.0429288
   65   2.7850995   0.0429067
   66   2.8280063   0.0428847
   67   2.8708909   0.0428627
   68   2.9137535   0.0428407
   69   2.9565942   0.0428178
   70   2.9994121   0.0427950
   71   3.0422070   0.0427722
   72   3.0849793   0.0427495
   73   3.1277287   0.0427269
   74   3.1704557   0.0427041
   75   3.2131598   0.0426813
   76   3.2558413   0.0426578
   77   3.2984991   0.0426341
   78   3.3411331   0.0426105
   79   3.3837435   0.0425869
   80   3.4263306   0.0425633
   81   3.4688938   0.0425396
   82   3.5114334   0.0425159
   83   3.5539494   0.0424922
   84   3.5964415   0.0424683
   85   3.6389098   0.0424440
   86   3.6813538   0.0424198
   87   3.7237735   0.0423953
   88   3.7661688   0.0423708
   89   3.8085396   0.0423465
   90   3.8508861   0.0423222
   91   3.8932083   0.0422979
   92   3.9355061   0.0422738
   93   3.9777801   0.0422497
   94   4.0200295   0.0422248
   95   4.0622544   0.0421998
   96   4.1044545   0.0421749
   97   4.1466293   0.0421500
   98   4.1887794   0.0421253
   99   4.2309046   0.0421007
  100   4.2730050   0.0420758
  101   4.3150811   0.0420510
  102   4.3571320   0.0420263
  103   4.3991585   0.0420016
  104   4.4411597   0.0419771
  105   4.4831371   0.0419527
  106   4.5250897   0.0419276
  107   4.5670171   0.0419023
  108   4.6089196   0.0418771
  109   4.6507969   0.0418521
  110   4.6926489   0.0418272
  111   4.7344761   0.0418025
  112   4.7762785   0.0417778
  113   4.8180561   0.0417531
  114   4.8598094   0.0417283
  115   4.9015374   0.0417036
  116   4.9432411   0.0416791
  117   4.9849205   0.0416547
  118   5.0265751   0.0416305
  119   5.0682054   0.0416064
  120   5.1098118   0.0415823
  121   5.1513939   0.0415575
  122   5.1929517   0.0415330
  123   5.2344847   0.0415086
  124   5.2759933   0.0414844
  125   5.3174777   0.0414604
  126   5.3589382   0.0414363
  127   5.4003744   0.0414121
  128   5.4417863   0.0413881
  129   5.4831748   0.0413644
  130   5.5245390   0.0413409
  131   5.5658798   0.0413175
  132   5.6071973   0.0412944
  133   5.6484919   0.0412714
  134   5.6897631   0.0412482
  135   5.7310114   0.0412252
  136   5.7722368   0.0412024
  137   5.8134389   0.0411798
  138   5.8546190   0.0411575
  139   5.8957763   0.0411355
  140   5.9369116   0.0411137
  141   5.9780254   0.0410917
  142   6.0191174   0.0410697
  143   6.0601869   0.0410481
  144   6.1012349   0.0410267
  145   6.1422620   0.0410056
  146   6.1832671   0.0409848
  147   6.2242522   0.0409642
  148   6.2652164   0.0409437
  149   6.3061600   0.0409230
  150   6.3470831   0.0409027
  151   6.3879857   0.0408826
  152   6.4288683   0.0408628
  153   6.4697313   0.0408434
