3167	0	0.0358772
3168	0.035881	0.0359037
3169	0.0717849	0.0359377
3170	0.1077194	0.035957
3171	0.1436767	0.0359458
3172	0.1796264	0.0358741
3173	0.2154998	0.0358396
3174	0.2513351	0.035826
3175	0.2871704	0.0357687
3176	0.3229293	0.0357628
3177	0.3586959	0.0357316
3178	0.3944244	0.0356999
3179	0.43013	0.0357224
3180	0.4658508	0.0356705
3181	0.5015182	0.0356642
3182	0.5371856	0.0356737
3183	0.5728607	0.0356403
3184	0.6084976	0.035661
3185	0.6441574	0.0356503
3186	0.6798095	0.0356408
3187	0.7154464	0.0356916
3188	0.7511367	0.0356567
3189	0.7867965	0.0356741
3190	0.822464	0.0357084
3191	0.8581771	0.0356952
3192	0.8938751	0.0357445
3193	0.9296188	0.0357555
3194	0.9653778	0.0357705
3195	1.0011444	0.0358546
3196	1.0369949	0.0358395
3197	1.0728378	0.0358651
3198	1.1087112	0.0358668
3199	1.1445694	0.0358069
3200	1.1803741	0.0357967
3201	1.2161789	0.0357839
3202	1.2519607	0.035742
3203	1.2876968	0.0357071
3204	1.32341	0.0356918
3205	1.3591003	0.0356483
3206	1.3947448	0.0356486
3207	1.430397	0.0356105
3208	1.466011	0.0356018
3209	1.5016098	0.0355915
3210	1.5372009	0.0355739
3211	1.5727768	0.0355706
3212	1.608345	0.0355491
3213	1.643898	0.0355418
3214	1.6794357	0.0355225
3215	1.7149582	0.0355274
3216	1.7504882	0.0355099
3217	1.7859954	0.0354876
3218	1.8214874	0.035461
