4110	0	0.0372746
4111	0.0372772	0.0372709
4112	0.0745545	0.0371795
4113	0.1117249	0.0372898
4114	0.1490173	0.0372554
4115	0.1862793	0.037366
4116	0.2236481	0.0374854
4117	0.2611237	0.0376283
4118	0.2987518	0.0378505
4119	0.3366089	0.0380598
4120	0.3746643	0.0381234
4121	0.412796	0.0379799
4122	0.4507752	0.0378817
4123	0.4886475	0.0377621
4124	0.526413	0.0376358
4125	0.5640564	0.0377968
4126	0.6018372	0.0376618
4127	0.6394959	0.0378629
4128	0.6773682	0.0379453
4129	0.7153168	0.0378496
4130	0.7531586	0.0379267
4131	0.7910919	0.0378742
4132	0.8289642	0.0379396
4133	0.8668976	0.0379424
4134	0.9048462	0.0379913
4135	0.9428406	0.0380542
4136	0.980896	0.0380725
4137	1.0189667	0.0381436
4138	1.0571137	0.0381462
4139	1.0952454	0.0380981
4140	1.1333466	0.0381186
4141	1.1714783	0.0380362
4142	1.2095184	0.0380631
4143	1.2475739	0.0380049
4144	1.2855682	0.0380178
4145	1.3235931	0.0380165
4146	1.361618	0.038018
4147	1.3996277	0.0380621
4148	1.4376984	0.0380596
4149	1.4757538	0.0381275
4150	1.5138702	0.0381253
4151	1.552002	0.0381134
4152	1.5901184	0.0380481
4153	1.6281586	0.0380475
4154	1.666214	0.0379706
4155	1.7041779	0.037988
4156	1.7421722	0.0379129
4157	1.7800751	0.0379112
4158	1.8179932	0.0379002
4159	1.855896	0.0378722
4160	1.8937683	0.0379132
4161	1.9316864	0.0378828
4162	1.9695587	0.0378431
4163	2.0074005	0.0377285
4164	2.0451355	0.0377115
4165	2.08284	0.0375928
4166	2.1204376	0.0375648
4167	2.1580048	0.037524
4168	2.1955261	0.0374744
4169	2.2330017	0.0375276
4170	2.2705383	0.0374469
4171	2.3079681	0.0375447
4172	2.34552	0.0374249
4173	2.3829346	0.0373473
4174	2.4202881	0.0372205
4175	2.4575195	0.037138
4176	2.4946594	0.0370099
4177	2.531662	0.0369536
4178	2.5686188	0.0367856
4179	2.6054077	0.0366945
4180	2.6420899	0.0366048
4181	2.6786957	0.0364752
4182	2.7151795	0.0364797
4183	2.751648	0.0363039
4184	2.7879639	0.0363448
4185	2.8242951	0.0361934
4186	2.8604889	0.036203
4187	2.896698	0.0361796
4188	2.9328766	0.0361257
4189	2.9690094	0.0362656
4190	3.0052795	0.0361582
4191	3.0414276	0.0360668
4192	3.0774994	0.0361314
4193	3.1136322	0.0359516
4194	3.1495819	0.0359784
4195	3.1855621	0.0359262
